,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
6532,Mohadi,At.Mohadi,At.Mohadi,,At.Mohadi,425002.0,,20.824801,75.60928299999999,0.0,SubCentre,Maharashtra,Jalgaon,Jalgaon,Jalgaon
6533,Bori patan,Primary Health Center,Main Road Patanbori,Near Bus Stand Patanbori,Patanbori,445305.0,,19.52246,78.34533,0.0,Primary Health Centre,Maharashtra,Yavatmal,Kelapur,kelapur
6534,Belgaon,Sc Belgaon Ghat,,Near ZP Belgaon ghat,,441209.0,,20.584822,80.160842,383.60400000000004,SubCentre,Maharashtra,Gadchiroli,Korchi,Korchi
6535,Ranjani,Primary Health Center Ranjani,At Post Ranjani,PHC Ranjani,"Tq. Ghansawangi, Dist Jalna",431207.0,2482271432,19.65907259,76.12155224,464.0,Primary Health Centre,Maharashtra,Jalna,Ghansawangi,Ghansawangi
6536,Palora,Subcentre Palora,Palora,Betwn Parshivani to amdi rod,Palora,441105.0,,21.367281,79.169668,0.0,SubCentre,Maharashtra,Nagpur,Parseoni,Parshivani
6537,Valkheda,SC Walkheda,Mandal Road,Near ZP Marathi School,At Walkheda Tal Shindkheda,424309.0,0,21.106852,74.866328,0.0,SubCentre,Maharashtra,Dhule,Sindkhede,Shindkheda
6538,Ambavane,"15-16, Primary Health Centre Ambavane",Ambavane,Near Amby valley site office,"Ambavane, Mulshi",410401.0,2022965153,18.617654,73.377595,616.0,Primary Health Centre,Maharashtra,Pune,Mulshi,Mulshi
6539,Pale Khurd,SC PALE KHURD,KALWAN ROAD,NEAR SAMAJ TEMPLE,AT POST PALE KHURD,423501.0,,20.50556,74.04566,0.0,SubCentre,Maharashtra,Nashik,Kalwan,Kalwan
6540,RH Chichgad,RH Chinchgad,\N,,,441902.0,17992254125,20.849829,80.538712,284.0,Community Health Center,Maharashtra,Gondiya *,Deori,Deori
6541,Rahur,,Rahur SC,Beside road,Rahur,445205.0,,19.710233,77.9107475,350.0,SubCentre,Maharashtra,Yavatmal,Mahagaon,Mahagaon
6542,Tamaswadi,Subcenter Tamaswadi,Tamaswadi,Near Kanhan river,Tamaswadi,441102.0,,21.311666,79.12874599999999,0.0,SubCentre,Maharashtra,Nagpur,Parseoni,Parshivani
6543,Higani Bk,SC Higani Bk,Gordha-danapur raod,Near Grampanchayat,Telhara,444108.0,,21.103645,76.832912,0.0,SubCentre,Maharashtra,Akola,Telhara,Telhara
6544,Markhel,markhel,markhel,markhel,markhel,431717.0,,18.545867,77.57627,0.0,Primary Health Centre,Maharashtra,Nanded,Deglur,Deglur
6545,Vaghadi,Sc Vaghadi,Vaghadi patilpada Tal.Dahanu.Dist.Thane,Saiwan Road,Vaghadi,401602.0,,19.92453703,72.96074152,53.0,SubCentre,Maharashtra,Palghar,Dahanu,\N
6546,Koparde,,,Near Primary School,"At-Post- Koparde, Tal- Shahuwadi",416217.0,,16.91,73.94,0.0,SubCentre,Maharashtra,Kolhapur,Shahuwadi,Shahuwadi
6547,Shirshi,At.Shirshi,Post.Shirshi,Shirshi,Khed,415709.0,,17.66106,73.38488000000001,0.0,SubCentre,Maharashtra,Ratnagiri,Khed,Khed
6548,Pachad,PHC PACHAD,PACHAD,JIJAMATA WADA,MAHAD,402305.0,2145274849,18.24870675,73.41378433,314.0,Primary Health Centre,Maharashtra,Raigarh,Mahad,Mahad
6549,Palwe Kh.,PHC PALWEKHURD,A/P. PALWEKHURD,NEAR BHIARAVNATH MANDIR,TALUKA PARNER,414301.0,2488212204,18.911431,74.482377,0.0,Primary Health Centre,Maharashtra,Ahmadnagar,Parner,Parner
6550,Nandgaon,Sc Nandgoan Durvesh,Western Exp Highway,Grampanchayat office,Palghar,401403.0,,19.7375976,72.9171064,46.0,SubCentre,Maharashtra,Palghar,Palghar,\N
6551,Pedgaon,Primary Health Center Pedgaon,Pedgaon,Post Office Pedgaon,Taluka Parbhani  Dist Parbhani,431537.0,,19.3212697,76.6614853,414.0,Primary Health Centre,Maharashtra,Parbhani,Parbhani,Parbhani
6552,Ratoli,Ratoli,Ratoli,Ratoli,Ratoli,431709.0,,18.46678,77.273217,0.0,SubCentre,Maharashtra,Nanded,Naigaon (Khairgaon),Naigaon
6553,Perid,,,Near Grampanchayat,"At-Post-Perid, Tal- Shahuwadi",415101.0,,16.91,73.94,0.0,SubCentre,Maharashtra,Kolhapur,Shahuwadi,Shahuwadi
6554,Phufere,,,at po phufere,phc phufere,416702.0,9075998078,16.401173999999997,73.365827,0.0,Primary Health Centre,Maharashtra,Ratnagiri,Rajapur,Rajapur
6555,Khadka,Khadka,Beside From Highway Road,Pusad Mahor Road Attach,Khadaka,445205.0,7236222351,19.8409977,77.8069782,365.0,SubCentre,Maharashtra,Yavatmal,Mahagaon,Mahagaon
6556,Naigaon,naigaon,at post naigaon,phc dhoksal,tq mantha dist jalan,431504.0,2484270232,19.79304253,76.39390473,444.0,SubCentre,Maharashtra,Jalna,Mantha,Mantha
6557,Lawangi,SubCentre Lawangi,,,Lawangi,413231.0,,17.264878,75.489108,0.0,SubCentre,Maharashtra,Solapur,Mangalvedhe,Mangalwedha
6558,Dabhole,544,dabhole - mithbav road,,,416612.0,9420058062,16.375420000000002,73.388553,50.0,SubCentre,Maharashtra,Sindhudurg,Devgad,Devgad
6559,SDH Armori,Armori,Tadulwar Nagar,Back of Panchayat Samiti,Armori,441208.0,07137-266862,20.465059,79.986633,224.71,Sub-District Hospital,Maharashtra,Gadchiroli,Armori,Armori
6560,Bhalgaon,,,,Bhalgaon,431109.0,,19.78601111,74.98274444,0.0,SubCentre,Maharashtra,Aurangabad,Gangapur,Gangapur
6561,Kondhur,,,,,431702.0,,18.4126297,73.63596020000001,858.0,SubCentre,Maharashtra,Hingoli *,Kalamnuri,Kalamnuri
6562,VidhyaKinhi,sub Centre VidhyaKinhi,,,"Sub District - Patoda, Village - VidhyaKinhi",414204.0,,18.794902,75.59170920000001,0.0,SubCentre,Maharashtra,Beed,Patoda,Patoda
6563,Taka,Taka,Taka,Taka,Taka,413520.0,02383-234602,18.170445,76.3550457,0.0,SubCentre,Maharashtra,Latur,Ausa,Ausa
6564,Garra,Subcentre Garra,"Gowari Mohalla,Garra","Near Grampanchyat,Inside Zilla Parishad School,Garra","Garra Bk, Garra Kh, Ghiwari, Lodhi Tola, Gondi Tola  New",441601.0,,21.426225,80.23693100000001,0.0,SubCentre,Maharashtra,Gondiya *,Gondiya,Gondia
6565,Nimboli,Nimboli PHC,Nimboli,Primary  Health Centre,Primary  Health Centre,444709.0,200174,20.79,78.22,291.1,Primary Health Centre,Maharashtra,Amravati,Dhamangaon Railway,Dhamangaon Railway
6566,Somalwada,sc somalwada,sc somalwada,sc somalwada,,441804.0,,21.093425399999997,79.81566670000001,0.0,SubCentre,Maharashtra,Bhandara,Lakhani,Lakhani
6567,Rural Hospital Wai,,,,At Post Wai,412803.0,02167-220044,17.9543,73.8871,0.0,Community Health Center,Maharashtra,Satara,Wai,Wai
6568,Dhawalgaon,,near shirur shrigonda Road,Near Petrol pump,,,7218970775,18.808319,74.478923,0.0,SubCentre,Maharashtra,Ahmadnagar,Shrigonda,Shrigonda
6569,Narsala,aganwadi,kumbha roadwar,z.p. school jawad narsala,2,445303.0,9156017805,20.11677002,78.76904938,6.0,SubCentre,Maharashtra,Yavatmal,Maregaon,Maregaon
6570,Sonala,Sub Centre Sonala,Main Road Jalgaon Jamod,At Post Sonala Tq Sangrampur Dist Buldana,PHC Campas Area,444204.0,,21.124048000000002,76.74086700000001,0.0,SubCentre,Maharashtra,Buldana,Sangrampur,Sangarmpur
6571,Rajgad,phc rajgad,phc rajgad,phc rajgad,phc rajgad,431804.0,,19.434122,78.7947,0.0,Primary Health Centre,Maharashtra,Nanded,Kinwat,Kinwat
6572,Dhusala,Sc-Dhusala,,Near Z.P. School,,441909.0,,21.348219600000004,79.55191440000002,0.0,SubCentre,Maharashtra,Bhandara,Mohadi,Mohadi
6573,Lonere,SubCenter Lonere,Mumbai Goa Haiway,,Lonere,402104.0,,18.16527811,73.31942386,19.0,SubCentre,Maharashtra,Raigarh,Mangaon,Mangaon
6574,Siddheswar Kuroli,,,,Siddheswar Kuroli,415527.0,,17.5977,74.39051500000001,0.0,SubCentre,Maharashtra,Satara,Khatav,Khatav
6575,Lawang,Primary Health Centre Lawang,,,Lawang,413112.0,,17.883356,74.122275,0.0,Primary Health Centre,Maharashtra,Solapur,Malshiras,Malshiras
6576,Kharsundi 2,1316 16 Sub Center Kharsundi 2,Vita Atpadi Road,Ashram Shala,Kharsundi 2,415308.0,02343 230070,17.34,74.77,0.0,SubCentre,Maharashtra,Sangli,Atpadi,Atpadi
6577,Mozari Shekapur,Sub Center Mozari Shekapur,NEAR GRAMPANCHAYAT,Mozari Shekapur,Mozari Shekapur,442101.0,,20.49006,78.569412,0.0,SubCentre,Maharashtra,Wardha,Hinganghat,Hinganghat
6578,Bololi,Sub Centre Bololi,Swayambhuwadi road,,,416204.0,,16.6255277,74.0564499,0.0,SubCentre,Maharashtra,Kolhapur,Karvir,Karvir
6579,Nayane,93,Gavthan,Marathi School,Nayne Gavthan,415208.0,2350224307,17.948759,73.15280899999999,0.0,SubCentre,Maharashtra,Ratnagiri,Mandangad,Mandangad
6580,Konoli,subcenter kanoli,Main chowk,Next to primary school ZP,Neara Grampanchyat,416505.0,-,16.11,74.2,0.0,SubCentre,Maharashtra,Kolhapur,Ajra,Ajra
6581,Karjat,Sub Center Karjat,At Post Karjat,PHC Dhangar Pimpri,"Tq. Ambad, Dist Jalna",431204.0,02483 220382,19.697822,75.74363111,493.0,SubCentre,Maharashtra,Jalna,Ambad,Ambad
6582,khalchi devali,,varchiwadi,Near Grampanchayat,Khalchi Devali,416606.0,2365202444,16.026228,73.50947,0.0,SubCentre,Maharashtra,Sindhudurg,Malwan,Malwan
6583,Shire,Near nigde,Gaovthan,Gaovthan,Tal  Maval,412106.0,,18.801398000000002,73.639398,0.0,SubCentre,Maharashtra,Pune,Mawal,Mawal
6584,Shirvali,At.Shirvali,Post.Shirvali,Shirvali,Khed,415804.0,,17.75681,73.43186999999999,0.0,SubCentre,Maharashtra,Ratnagiri,Khed,Khed
6585,Varanage,Sub Centre Varanage,,Near water Tank,,416229.0,,16.7414892,74.1709971,0.0,SubCentre,Maharashtra,Kolhapur,Karvir,Karvir
6586,HP Kharwai,,,,,,,0.0,0.0,0.0,Urban Health Posts,Maharashtra,Thane,Ambarnath,Ambarnath
6587,Turambe,Sub-centre Bilding,Neer to G.P,Turambe to Turbme ganpati Road,Turambe,416221.0,-,16.46,74.11,0.0,SubCentre,Maharashtra,Kolhapur,Radhanagari,Radhanagari
6588,Patgaon,MArathi Shalejaval,,,Bhudargad (4291),416209.0,02324 234119,16.12,73.94,0.0,Primary Health Centre,Maharashtra,Kolhapur,Bhudargad,Bhudargad
6589,Malakoli,PHC Malakoli,Latur Road,PHC Malakoli,Malakoli,431708.0,,18.8731789,77.0550072,1.0,Primary Health Centre,Maharashtra,Nanded,Loha,Loha
6590,Parbhani Kesapuri,sub Centre Parbhani Kesapuri,,,Sub District - Beed  village -Parbhani Kesapuri,431122.0,,19.04538232,76.01292328,0.0,SubCentre,Maharashtra,Beed,Bid,Bid
6591,Savalaj,Primary Health Center Savlaj,2762,Near Water Tank,Savlaj,416311.0,02346-254049,16.97235,74.49995,2818.0,Primary Health Centre,Maharashtra,Sangli,Tasgaon,Tasgaon
6592,Lonighat,sub Centre Lonighat,,,Sub District - Majlegaon village - Lonighat,431126.0,,18.6982256,75.6117158,0.0,SubCentre,Maharashtra,Beed,Bid,Bid
6593,Borampalli,SC Borampalli,Main road,Near Primary School,Po. Bamani,442504.0,,18.9765,79.98394,127.42299999999999,SubCentre,Maharashtra,Gadchiroli,Sironcha,Sironcha
6594,Manikwada,subcenter Manikwada,Ner - Babhulgaon Rod,Ner - Babhulgaon Rod,Ner - Babhulgaon Rod,445102.0,,20.535953600000003,77.9259057,0.0,SubCentre,Maharashtra,Yavatmal,Ner,Ner
6595,Tambave,subcenter tambave,760,Bajarpeth,tambave,415406.0,2342239256,17.32875,73.4404,3.38,SubCentre,Maharashtra,Sangli,Walwa,\N
6596,Marpalli,Marpalli,Marpalli,Z.P. School,Sub District Hospital,442705.0,,19.532613,79.990726,147.245,SubCentre,Maharashtra,Gadchiroli,Aheri,Aheri
6597,Kakda,Sub Center,Ward 1,out front Of Grmapanchayt Bilding,Ward 1,444806.0,,21.1580819,77.37304040000001,388.0,SubCentre,Maharashtra,Amravati,Achalpur,Achalpur
6598,Jungad,Sub Center Jungaghd,NEAR Z.P.SCHOOL,Jungaghd,Jungaghd,442104.0,,20.82801,78.8681,0.0,SubCentre,Maharashtra,Wardha,Seloo,Seloo
6599,Shingve,subcenter -shingave,shingave road,Near ZP School,shingave,414111.0,9423942715,20.278837,74.408599,0.0,SubCentre,Maharashtra,Ahmadnagar,Nagar,Nagar
6600,Wadegaon 1,Subcentre Wadegaon 1,patur Road,PHC Building,Balapur,444502.0,,20.579054,76.85106800000001,0.0,SubCentre,Maharashtra,Akola,Balapur,Balapur
6601,Vyanktravpetha,Vyanktravpetha,Vyanktravpetha,Z.P. School,Sub District Hospital,442705.0,,19.354635000000002,79.988365,134.17,SubCentre,Maharashtra,Gadchiroli,Aheri,Aheri
6602,Nagri,Nagri,Nagri,Gram Panchayat,Gadchiroli,442605.0,,20.265659,79.96665,196.89700000000002,SubCentre,Maharashtra,Gadchiroli,Gadchiroli,Gadchiroli
6603,Paula,Paula,-,Katri,Paula,425414.0,0,21.88754331,74.03296187,0.0,SubCentre,Maharashtra,Nandurbar,Akrani,Akrani
6604,Meera Hospital 50 Bed,,,,,,,0.0,0.0,0.0,<100 Bedded Hospital,Maharashtra,Pune,Pune City,Pune City
6605,Kuntoor,Kuntur,Kuntur,Kuntur,Kuntur,431709.0,,18.9081843,77.5603008,0.0,SubCentre,Maharashtra,Nanded,Naigaon (Khairgaon),Naigaon
6606,Ropale Kavhe,Primary Health Centre Ropale Kavhe,,,Ropale Kavhe,413313.0,2183268159,18.214689,75.368264,0.0,Primary Health Centre,Maharashtra,Solapur,Madha,Madha
6607,MMC Guruwar Ward,"S.No.221/222, MMC School No.14",Bajrang Wadi,Diamond School,Bajrang Wadi,423203.0,2554236910,20.5417,74.5358,0.0,Urban Health Posts,Maharashtra,Nashik,Malegaon,Malegaon
6608,Kudesaoli,Sub center Kudesaoli,On Kohari Road,Near Buddha Vihar,Gondpipri,442702.0,,19.720376,79.405178,0.0,SubCentre,Maharashtra,Chandrapur,Gondpipri,Gondpipri
6609,Dahegaon Station,Sub Center Dahegaon Station,NEAR Z.P.SCHOOL,Dahegaon Station,Dahegaon Station,442001.0,,20.589223,78.572546,0.0,SubCentre,Maharashtra,Wardha,Wardha,Wardha
6610,Kapuskhed,SC KAPUSKHED,BUS STAND NEAR,bas stand near,sc kapuskhed,416301.0,2342278136,17.075164,74.244232,0.0,SubCentre,Maharashtra,Sangli,Walwa,\N
6611,Umara,Sub  Centre Umara,Hiwarkhed Road,Near Bazar,Akot,444101.0,,21.132869,76.998924,0.0,SubCentre,Maharashtra,Akola,Akot,akot
6612,Vadner,SUB CENTER VADNER,NEAR VADNER ROAD,VADNER ROAD,VADNER,423206.0,,20.52441,74.66225,0.0,SubCentre,Maharashtra,Nashik,Malegaon,Malegaon
6613,Krushnapur,255/3,on raod krusanpur  by prinji,by  prinji road,,445206.0,,19.5875883,77.81957390000001,0.0,SubCentre,Maharashtra,Yavatmal,Umarkhed,Umarkhed
6614,Keral,140,keral rod,keral village,KERAL,415206.0,,17.451103,73.879503,0.0,Primary Health Centre,Maharashtra,Satara,Patan,Patan
6615,Mohlangi,Sub Center,In Village,Near  Anganwadi,Mohalangi,423301.0,02555-246324,20.4856,74.0058,0.0,SubCentre,Maharashtra,Nashik,Baglan,Baglan
6616,Miraj Urban Health Post,shrikant chowk,Laxmi Market,near police station,miraj market,416410.0,233226177,16.821466,74.650032,0.0,Urban Health Posts,Maharashtra,Sangli,Miraj,Miraj
6617,Savli,,,at.post. sawali,,443106.0,,20.372365,76.002197,0.0,SubCentre,Maharashtra,Buldana,Buldana,Buldana
6618,Khudus,SubCentre Khudus,,,Khudus,413108.0,,17.822281,74.974203,0.0,SubCentre,Maharashtra,Solapur,Malshiras,Malshiras
6619,Balad,SC Belad,Zopadptti Area,AT BELAD TQ MALKAPUR,Near ST Bastand,443112.0,,20.862702,76.241276,0.0,SubCentre,Maharashtra,Buldana,Malkapur,Malkapur
6620,Moyabinpeta,At Moyabineptha,Main road,Near Bus Stop,At.Po. Moyabinpetha,442504.0,,19.107298,79.87155,117.934,Primary Health Centre,Maharashtra,Gadchiroli,Sironcha,Sironcha
6621,Nirgudi,sub Centre Nirgudi,,,"Sub District - Patoda, Village - Nirgudi",414204.0,,18.9475872,75.61498929999999,0.0,SubCentre,Maharashtra,Beed,Patoda,Patoda
6622,Dechalipetha,Dechalipetha,Dechalipetha,Z.P. School,Sub District Hospital,442705.0,,19.077845,80.21242600000001,209.582,Primary Health Centre,Maharashtra,Gadchiroli,Aheri,Aheri
6623,Undangaon,Undangaon,Undangaon,Undangaon,Undangaon,431112.0,,20.45604722,75.66086944,0.0,SubCentre,Maharashtra,Aurangabad,Sillod,Sillod
6624,Thengoda,Sub Center,Thengoda Sut Girani Road,Near Of Ambedkar Stetue,Thengoda,423301.0,02555-256740,20.2116,74.1154,0.0,SubCentre,Maharashtra,Nashik,Baglan,Baglan
6625,NMMC UHP Koperkhairne,"UHP Koper Khairne,  D Amol Aparment Building",Sector-12,Bonkodegoan,,400709.0,022-27552933,19.1,73.01,0.0,Urban Health Posts,Maharashtra,Thane,Thane,\N
6626,KDMC Mahatma Phule,"Room No 11, Mahatma Phule UPHC, Bai Rukminibai Hosptial",Kalyan Station Road,Near Tahasil Office,Kalyan West,421301.0,,19.237199,73.13391700000001,12.0,Urban Health Posts,Maharashtra,Thane,Kalyan,Kalyan
6627,Sohale,SubCentre Sohale,,,Sohale,413305.0,,17.632792000000002,75.635375,0.0,SubCentre,Maharashtra,Solapur,Mohol,Mahol
6628,Umran,SubCenter Umran,,,Umran,425416.0,,21.208609,73.862489,0.0,SubCentre,Maharashtra,Nandurbar,Nawapur,nawapur
6629,RH Korpana,Near Govt. Rest House,Wani Road,Beside Govt. ITI,Korpana,442916.0,071773-236560,19.739,78.9907,0.0,Community Health Center,Maharashtra,Chandrapur,Korpana,Korpana
6630,Dasgaon,SC Dasgaon,Dasgaon,,MAHAD,402102.0,,18.09511287,73.35645059999999,17.0,SubCentre,Maharashtra,Raigarh,Mahad,Mahad
6631,Waki Gheradi,SubCentre Waki Gheradi,,,Waki Gheradi,413309.0,,17.341139000000002,75.272289,0.0,SubCentre,Maharashtra,Solapur,Sangole,Sangola
6632,Khirad,SC KHIRAD,BIPBARI ROAD,NEAR AASHRAM SCHOOL,AT POST KHIRAD,423502.0,,20.57321,73.5885,0.0,SubCentre,Maharashtra,Nashik,Kalwan,Kalwan
6633,aundhi,SubCentre Aundhi,,,Aundhi,413253.0,,17.673883,75.569,0.0,SubCentre,Maharashtra,Solapur,Mohol,Mahol
6634,sadri,SC - Sadri,,Toranmal,SubCentre - Sadri,425432.0,,21.97671298,74.3689,0.0,SubCentre,Maharashtra,Nandurbar,Akrani,Akrani
6635,Rakh,,Morgaon Road,,Rakh,412305.0,,18.206220000000002,74.214431,0.0,SubCentre,Maharashtra,Pune,Purandhar,Purandar
6636,Mahatpuri,Sub Centre Mahatpuri,Mahatpuri,Post Office Mahatpuri,Taluka Gangakhed Dist Parbhani,431514.0,,18.999302800000002,76.70046049999999,392.0,SubCentre,Maharashtra,Parbhani,Gangakhed,Gangakhed
6637,Bahirgaon,,,,Bahirgaon,431103.0,,20.230176999999998,75.158688,0.0,SubCentre,Maharashtra,Aurangabad,Kannad,Kannad
6638,Anjani,Anjani SC,Sub Center,Sub Center,Anjani,431710.0,,18.728567,77.63137900000001,0.0,SubCentre,Maharashtra,Nanded,Biloli,Biloli
6639,Sub-District Hosptial Achalpur,Camp Achalpur,,Near Achalpur Police Station,7223251990,444806.0,7223251990,21.257584,77.508675,373.51,<100 Bedded Hospital,Maharashtra,Amravati,Achalpur,Achalpur
6640,Marknar,Marknar,Marknar,Z.P.  Primary School,Bhamragad,442710.0,,19.553886,80.629478,240.416,SubCentre,Maharashtra,Gadchiroli,Bhamragad,Bhamragad
6641,Chandanweli,Chandanweli,Chandanweli,Chandanweli,Etapalli,442704.0,,19.672413,80.148525,267.965,SubCentre,Maharashtra,Gadchiroli,Etapalli,Etapalli
6642,Vairag,Sub centre Vairag,,,Vairag,413402.0,,18.059914000000003,75.80541099999999,0.0,SubCentre,Maharashtra,Solapur,Barshi,Barshi
6643,Kasbe Sukhene 2,SC KASBE SUKHENE 2,KASABE SUKENE,DATTA MANDIR,KASABE SUKENE,422302.0,,20.0433,74.0057,0.0,SubCentre,Maharashtra,Nashik,Niphad,Niphad
6644,Kaulav,Sub-centre Bilding Kaulav,radhanagari bhogavati road,kalulav gav bargevadi,near to kaulav gav taley,416208.0,0,16.56,74.13,0.0,SubCentre,Maharashtra,Kolhapur,Radhanagari,Radhanagari
6645,Davangaon,Davangaon,Davangaon,Davangaon,Davangaon,413527.0,,18.35,76.32,0.0,SubCentre,Maharashtra,Latur,Renapur,Renapur
6646,Shelave Bk,at post Shelave bk,Near ZP School,Near Bhilati,Shelave Bk,425105.0,2597235269,20.952462,75.164337,0.0,Primary Health Centre,Maharashtra,Jalgaon,Parola,Parola
6647,Kolhar Ku.,Kolhar Ku.,,,,413705.0,9420339837,19.204425,74.89019300000001,0.0,SubCentre,Maharashtra,Ahmadnagar,Rahuri,Rahuri
6648,Wazur (Bk),Sub Centre Wazur (Bk),Wazur (Bk),At Post HAMDAPUR,Taluka Manwat,431541.0,,19.1555215,76.50835620000001,420.0,SubCentre,Maharashtra,Parbhani,Manwath,Manwath
6649,Kharavate,At post Kharawate,,,,415628.0,2355243532,17.532311,73.51779300000001,0.0,Primary Health Centre,Maharashtra,Ratnagiri,Chiplun,Chiplun
6650,Moroshi,Sub centre Building,Opposite kalyan- Ahamadnagar Highway No.222,Opposite Anganwadi,Moroshi Village,421402.0,,19.328857,73.686631,0.0,SubCentre,Maharashtra,Thane,Murbad,Murbad
6651,Sansar,4,Baramati Indapur Road,School,Near School,413104.0,02118- 266964,18.1132647,74.70203161,0.0,Primary Health Centre,Maharashtra,Pune,Indapur,Indapur
6652,astha,near zilla parishad school,,,ashta ta ralegaon dist yavatmal,,,20.662341,78.677216,0.0,SubCentre,Maharashtra,Yavatmal,Ralegaon,Ralegaon
6653,RH Murud,RH Murud,Main Road,"Rural Hospital, Murud","Rural Hospital, Murud",413510.0,2382270035,18.402438,76.24130749999999,0.0,Community Health Center,Maharashtra,Latur,Latur,Latur
6654,jangathi,PHC Jangthi,Jangthi,,Jangthi,425419.0,,21.807619,73.859549,0.0,Primary Health Centre,Maharashtra,Nandurbar,Akkalkuwa,Akkalkuwa
6655,Morochi,Primary Health Centre Morochi,,,Morochi,413109.0,,17.923906,74.693569,0.0,Primary Health Centre,Maharashtra,Solapur,Malshiras,Malshiras
6656,RH Surgana,RH SURGANA,NEAR VANI ROAD,MAHAMANDAL OFFICE GADAUN,SURGANA,422211.0,2593223260,20.30025,73.49056,0.0,Community Health Center,Maharashtra,Nashik,Surgana,Surgana
6657,Khadkhad,At. Khadkhad,Post Khadkhad,,jawhar,401603.0,,19.948520000000002,73.2543548,177.0,SubCentre,Maharashtra,Palghar,Jawhar,\N
6658,Tapola,40,Tapola Near Shivsagar Jalashay,Near Koyna River,Primary Health Center Tapola,412806.0,02168- 247256,17.7656,73.7422,0.0,Primary Health Centre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
6659,Talegaon,at talegaon,tal jamner,,dist jalgaon,424207.0,,20.809571,75.778736,0.0,SubCentre,Maharashtra,Jalgaon,Jamner,Jamner
6660,Dhotra,Subcenter Dhotra,Dhotra,Near School,Dhotra,445401.0,,20.365228,77.35611,0.0,SubCentre,Maharashtra,Yavatmal,Kalamb,kalamb
6661,Kikripar,subcentre kikripar,\N,near Z.P. School kikripar,"navegaon,kikripar,sambhutola,maharitola,malhi",441902.0,,21.410884,80.36910999999999,0.0,SubCentre,Maharashtra,Gondiya *,Amgaon,Amgaon
6662,Rajura,Sub Centre Rajura,Nandgaon Khandeshwar Road,near zp school,Near ZP School,444904.0,7222259740,20.7713,77.9224,313.0,SubCentre,Maharashtra,Amravati,Chandur Railway,Chandur Railway
6663,suknegaon,Health Sub Center Sukengaon,Basstand  Near,Mandir Near,wani,445304.0,,19.921844,78.8805952,0.0,SubCentre,Maharashtra,Yavatmal,Wani,Wani
6664,Kanoli,Kanoli,Near grampanchayat,Near ZP School,Kanoli,422605.0,9921196407,19.53973,74.30216999999999,0.0,SubCentre,Maharashtra,Ahmadnagar,Sangamner,Sangamner
6665,Akhegaon,SUBCENTER AKHEGAON,GAVTHAN,NEAR GRAMPANCHAYAT,,414102.0,2429221766,19.259598999999998,75.300521,0.0,SubCentre,Maharashtra,Ahmadnagar,Shevgaon,Shevgaon
6666,NSKMC Redcross,Redcross signal,M.G.Road,Ravivar Karanja,Vakilwadi,422001.0,0253-2504926,20.0,73.47,0.0,Urban Health Centre,Maharashtra,Nashik,Nashik,Nashik
6667,Shaha,Sub Centre Shaha,Shaha,Gram Panchayat,Karanja,444105.0,,20.531056,77.471104,0.0,SubCentre,Maharashtra,Washim *,Karanja,karanja
6668,Kusumkot bujruk,subcenter,,,kusumkot Bk.,444702.0,,21.5402,77.2677,0.0,SubCentre,Maharashtra,Amravati,Dharni,Dharni
6669,Jamb,,,,Jamb,415505.0,,17.627964000000002,74.288234,0.0,SubCentre,Maharashtra,Satara,Khatav,Khatav
6670,Mandrup 2 (Indiranagar),,,,SC MANDRUP INDIRANAGAR,413221.0,,17.492256,75.808625,0.0,SubCentre,Maharashtra,Solapur,Solapur South,South Solapur
6671,Chowka,,,,Chowka,431008.0,,20.01826111,75.39444167,0.0,SubCentre,Maharashtra,Aurangabad,Aurangabad,Aurangabad
6672,Khed,Primary Health Centre Khed,Khed,,,444905.0,07228 226227,21.272539000000002,77.85016999999999,0.0,Primary Health Centre,Maharashtra,Amravati,Morshi,Morshi
6673,Hastapokhari,Sub Center Hastapokhari,At Post Hastapokhari,PHC Dhangar Pimpri,"Tq. Ambad, Dist Jalna",431204.0,,19.68080686,75.76894281,493.0,SubCentre,Maharashtra,Jalna,Ambad,Ambad
6674,Rural Hospital  Teosa,Plt No :510 ( 01 Hect.43 R ) Rural Hospital Teosa,Main Road N.H.No:6,"Yadhavrao Deshmukh Arts Commerce, College Troll  Naka  Tiwasa",Block Tiwasa,444903.0,07225  252053,21.082151,78.059349,318.647,Community Health Center,Maharashtra,Amravati,Teosa,\N
6675,Umbargaon,Health Center Umbargaon,Gavthan,Gavthan,Umbargaon,413715.0,,19.577882000000002,74.680489,0.0,SubCentre,Maharashtra,Ahmadnagar,Shrirampur,Shrirampur
